Index;Season;Episode;Episode_name;Character_name;Character_race;Gender;Dialog
466;1;5;Gun Devil;Aki;Human;Male;No strong reaction. This isn't the one.
467;1;5;Gun Devil;Himeno;Human;Female;I see... guess we better keep heading up.
468;1;5;Gun Devil;Power;Fiend;Female;Is it wise to blather on about your powers in my presence? Are you people not meant to hold my reins?
469;1;5;Gun Devil;Himeno;Human;Female;Knowing about our powers makes for better teamwork, right? Besides, I've got a few tricks up my sleeve, so I'm not worried.
470;1;5;Gun Devil;Power;Fiend;Female;Truly? So what would you do if I said I was going to kill this one?
471;1;5;Gun Devil;Himeno;Human;Female;Put the weapon away. If you misbehave, I can always choke you to death.
472;1;5;Gun Devil;Power;Fiend;Female;Can't... touch it...
473;1;5;Gun Devil;Himeno;Human;Female;I'd prefer if we got along. It's easier!
474;1;5;Gun Devil;Power;Fiend;Female;I will devour you in time!
475;1;5;Gun Devil;Denji;Hybrid;Male;You better not. I'm trying to get a kiss.
476;1;5;Gun Devil;Hirokazu Arai;Human;Male;Do you guys not get that the devil is still around? Can't you pipe... Huh?
477;1;5;Gun Devil;Power;Fiend;Female;She does look like she'd be unpleasant raw.
478;1;5;Gun Devil;Aki;Human;Male;What is it?
479;1;5;Gun Devil;Denji;Hybrid;Male;That sounds pervy, dude.
480;1;5;Gun Devil;Hirokazu Arai;Human;Male;We were... on our way to the 9th floor from the 8th, right?
481;1;5;Gun Devil;Power;Fiend;Female;Perhaps boiling or frying...
482;1;5;Gun Devil;Denji;Hybrid;Male;Cook your own ass, stupid.
483;1;5;Gun Devil;Aki;Human;Male;Yeah.
484;1;5;Gun Devil;Hirokazu Arai;Human;Male;But this is the 8th floor.
485;1;5;Gun Devil;Denji;Hybrid;Male;You probably read it wrong.
486;1;5;Gun Devil;Hirokazu Arai;Human;Male;It's not that! Something's going on here! I'm gonna double check.
487;1;5;Gun Devil;Power;Fiend;Female;I know! Grilled like a steak!
488;1;5;Gun Devil;Denji;Hybrid;Male;Steak?! I wanna try steak!
489;1;5;Gun Devil;Hirokazu Arai;Human;Male;Huh?
490;1;5;Gun Devil;Himeno;Human;Female;Arai... just now... you were going downstairs, right?
491;1;6;Kill Denji;Hirokazu Arai;Human;Male;Huh?
492;1;6;Kill Denji;Himeno;Human;Female;Arai... just now... you were going downstairs, right? Kobeni, make a double peace sign and stay put. Well, shit. Aki... what's going on here?
493;1;6;Kill Denji;Aki;Human;Male;It has to be a devil's power at work. Kobeni, stand right there. Why are there rooms on the other side of the window?
494;1;6;Kill Denji;Denji;Hybrid;Male;Hey! None of the windows go anywhere! They just open to the room across the hall!
495;1;6;Kill Denji;Aki;Human;Male;I figured as much. We're trapped on the eighth floor.
496;1;6;Kill Denji;Aki;Human;Male;Let's run through what we know. This is probably a devil's doing, and no matter how many times we try to go to a different floor, we end up on the eighth again. The elevator is inoperable for whatever reason. There's no way outside via the rooms or any windows. We tried going through the ceiling, but ended up on the eighth floor again.
497;1;6;Kill Denji;Denji;Hybrid;Male;Maybe it's because Power killed that devil? He coulda died while using the power to keep us trapped. And now—
498;1;6;Kill Denji;Power;Fiend;Female;You commanded me to kill him!
499;1;6;Kill Denji;Denji;Hybrid;Male;Did not!
500;1;6;Kill Denji;Aki;Human;Male;A devil's powers are released when they die. It can't be that.
501;1;6;Kill Denji;Himeno;Human;Female;Is the flesh piece reacting, Aki?
502;1;6;Kill Denji;Aki;Human;Male;Actually... It's gone dead still.
503;1;6;Kill Denji;Himeno;Human;Female;That devil before was bait, and we bit hard. I've never seen a devil try something so clever before.
504;1;6;Kill Denji;Hirokazu Arai;Human;Male;But if no one hears from us for a while, won't other Devil Hunters show up to help?
505;1;6;Kill Denji;Himeno;Human;Female;I guess we better hope they don't fall into the same kind of trap, then.
506;1;6;Kill Denji;Kobeni;Human;Female;We're all gonna die here. We're gonna starve to death.
507;1;6;Kill Denji;Hirokazu Arai;Human;Male;H-Hang in there, Kobeni! Didn't you become a Devil Hunter to send your brother to college?!
508;1;6;Kill Denji;Kobeni;Human;Female;They basically forced me to do it. My parents are set on my older brother going to college, since he's the gifted one. So they made me get a job. It was become a Devil Hunter or a sex worker! I wanted to go to college, too! And now I'm gonna die here!
509;1;6;Kill Denji;Power;Fiend;Female;Her face...!
510;1;6;Kill Denji;Hirokazu Arai;Human;Male;Enough! Quit laughing!
511;1;6;Kill Denji;Himeno;Human;Female;Kobeni, devils love fear, okay? If you get scared, you're giving them what they want, sweetie.
512;1;6;Kill Denji;Kobeni;Human;Female;But I'm so scared!
513;1;6;Kill Denji;Himeno;Human;Female;Something bothering you, too, Aki?
514;1;6;Kill Denji;Aki;Human;Male;The clocks in this room... have been stuck at 8:18 for a while now. In every single room... it's 8:18. There's a chance that time has been frozen here on the eighth floor. And if that's the case, no one is coming.
515;1;6;Kill Denji;Denji;Hybrid;Male;Oh, shit! Then we can sleep all we want, right?
516;1;6;Kill Denji;Hirokazu Arai;Human;Male;How stupid are you? We might be trapped in here forever.
517;1;6;Kill Denji;Denji;Hybrid;Male;I mean, we might be, but we might not be, too, y'know? Wake me when you figure it out. This bed is freaking sweet. It'd be stupid not to sleep in it. I owe the devil for this nap.
518;1;6;Kill Denji;Hirokazu Arai;Human;Male;He's actually asleep...
519;1;6;Kill Denji;Himeno;Human;Female;Denji. Rise and shine, Denji.
520;1;6;Kill Denji;Denji;Hybrid;Male;We find a way off the eighth floor yet?
521;1;6;Kill Denji;Himeno;Human;Female;Hate to break it to you, but not yet. We found out the power and electricity are still working while you were asleep. There was a little bit of food that some of the guests who ran must've left behind. I'll be honest, everyone's really worn out. Aki's been searching for the devil nonstop. I told him to take a break, but he won't listen. Arai was helping Aki at first, but now he's locked himself up in another room to have a panic attack. Kobeni freaked out and tried to drink toilet bowl water, so I knocked her out. And as for the Fiend...
522;1;6;Kill Denji;Denji;Hybrid;Male;Something happen to Power?
523;1;6;Kill Denji;Power;Fiend;Female;Given there's nothing else to do, I've decided to win the Nobel Prize! Once I've earned such glorious esteem, the humans will all kowtow to me! And with the Nobel Prize as my foothold, I shall ascend to the prime minister's throne! What better way to ensure human suffering? My first act will be passing a 100% sales tax!
524;1;6;Kill Denji;Denji;Hybrid;Male;She's always like that.
525;1;6;Kill Denji;Himeno;Human;Female;Huh. Okay, then. Let's take turns watching Kobeni and Arai. I couldn't even use the bathroom when it was just me. Well, this is my last cigarette.
526;1;6;Kill Denji;Power;Fiend;Female;I'm bored by how little this upsets you.
527;1;6;Kill Denji;Himeno;Human;Female;I can take it easy because Aki's working hard. The nicotine also helps! Gotta have a port in a storm, right? Life is sweeter with a bit of dependence.
528;1;6;Kill Denji;Denji;Hybrid;Male;Hey, that's the same brand he smokes.
529;1;6;Kill Denji;Himeno;Human;Female;That's because Aki learned all about the flavor of cigarettes from yours truly! Not gonna smoke, Aki?
530;1;6;Kill Denji;Aki;Human;Male;No. It's bad for your bones.
531;1;6;Kill Denji;Himeno;Human;Female;You should start. It's great for socializing.
532;1;6;Kill Denji;Aki;Human;Male;I'm not looking to make friends.
533;1;6;Kill Denji;Himeno;Human;Female;Let me guess why you joined Public Safety. You're out to kill the Gun Devil, right? Everyone who signs up with a chip on their shoulder is the same... since only Public Safety is allowed to hold onto pieces of the Gun Devil's flesh. Devil Hunters die young anyway. Might as well smoke.
534;1;6;Kill Denji;Aki;Human;Male;I don't plan on dying any time soon.
535;1;6;Kill Denji;Himeno;Human;Female;I'll hold you to that. It's a pain in the ass when your partner dies.
536;1;6;Kill Denji;Aki;Human;Male;What the hell was that?
537;1;6;Kill Denji;Himeno;Human;Female;She was my old partner's girlfriend. It happens a lot. You get issues with the family and friends of dead partners. They can't do anything to get back at the devils, so they take it out on me. I just consider it something that comes with the territory. What was that about?
538;1;6;Kill Denji;Aki;Human;Male;I put gum on the clothes of that girl who hit you. You shouldn't just sit back and take being treated like that. No need for you to feel guilty. I was pissed off. So I got some payback. Serves her right. She's gonna waltz around without realizing there's a wad of gum on her clothing.
539;1;6;Kill Denji;Himeno;Human;Female;There's something my master said... Devils don't fear Devil Hunters who are strong or brave. They fear Devil Hunters who have a screw loose. Which is why I think you'll survive a long time in this job, Aki.
540;1;6;Kill Denji;Aki;Human;Male;Was that an insult? And I'll eat your almond tofu if you don't want it.
541;1;6;Kill Denji;Himeno;Human;Female;Just one.
542;1;6;Kill Denji;Aki;Human;Male;I'm not smoking. It's bad for your bones.
543;1;6;Kill Denji;Himeno;Human;Female;I wish you would. I get the feeling we're gonna be together for a while.
544;1;6;Kill Denji;Aki;Human;Male;Just one, then. This is the first and last cigarette I ever light up. Himeno, do you have any smokes left?
545;1;6;Kill Denji;Himeno;Human;Female;Sorry. Last one.
546;1;6;Kill Denji;Aki;Human;Male;Let me have it, please.
547;1;6;Kill Denji;Himeno;Human;Female;If you insist...
548;1;6;Kill Denji;Denji;Hybrid;Male;Dude, that's kissing! No fair! That's an indirect kiss!
549;1;6;Kill Denji;Aki;Human;Male;Shut up. I've got bad news. Remember the devil we killed?
550;1;6;Kill Denji;Power;Fiend;Female;The one that I slew!
551;1;6;Kill Denji;Aki;Human;Male;Well, he's a lot bigger now.
552;1;6;Kill Denji;Power;Fiend;Female;That really is the one I slew.
553;1;6;Kill Denji;Himeno;Human;Female;It traps us in a hotel... and its body turns into that? What the hell kind of devil is this?
554;1;6;Kill Denji;Eternity Devil;Devil;Devil;Humans. Hear me, humans. You foolish humans. I offer you a contract...
555;1;6;Kill Denji;Denji;Hybrid;Male;It talked!
556;1;6;Kill Denji;Aki;Human;Male;A contract?
557;1;6;Kill Denji;Eternity Devil;Devil;Devil;Feed me the human known as Denji. Even his corpse will do. Let me eat him. Do this, and I'll let the rest of you leave in peace. You'll be free to leave! Now, accept this contract! Do it... Do it....
558;1;6;Kill Denji;Kobeni;Human;Female;Denji... let it eat you.
559;1;6;Kill Denji;Himeno;Human;Female;Man, that's obnoxious. Aki, can't you swallow this thing with the Fox Devil?
560;1;6;Kill Denji;Aki;Human;Male;Kon. Looks like Fox Devil isn't coming. We're cut off from the rest of the world.
561;1;6;Kill Denji;Himeno;Human;Female;The Fox Devil's body is in Kyoto, so that makes sense. Let's see what my Ghost can do, then.
562;1;6;Kill Denji;Eternity Devil;Devil;Devil;That hurt! It hurts! Oh, it hurts! The pain! It hurts...! It hurts!
563;1;6;Kill Denji;Himeno;Human;Female;It got even bigger!
564;1;6;Kill Denji;Eternity Devil;Devil;Devil;It's pointless! This isn't my main body... You won't find my heart here. You're inside of my stomach... and I have no weaknesses on this eighth floor. There is no way to survive this place, apart from accepting my offer.
565;1;6;Kill Denji;Denji;Hybrid;Male;You're probably not gonna let them go, even if I do die.
566;1;6;Kill Denji;Himeno;Human;Female;Actually, no. The devil used the word "contract," right? Those kinds of terms hold a strong sway when a devil is involved. If one side makes good on the deal, the other has to or else. Whichever side breaks the contract ends up dying. So, we would be able to leave by killing you, Denji.
567;1;6;Kill Denji;Hirokazu Arai;Human;Male;Himeno... we should kill him. We can come up with another plan once he's dead, and we're out of here. We're all gonna end up starving otherwise. Devil Hunters are legally allowed to make contracts with devils. We should take the deal!
568;1;6;Kill Denji;Aki;Human;Male;The devil wants Denji dead. That means his death would benefit it, which is why we're not accepting.
569;1;6;Kill Denji;Himeno;Human;Female;I'm with him!
570;1;6;Kill Denji;Hirokazu Arai;Human;Male;But...
571;1;6;Kill Denji;Power;Fiend;Female;I say we kill him! My Nobel Prize will remain forever out of reach if I'm unable to leave this place! You must die for my Nobel.
572;1;6;Kill Denji;Aki;Human;Male;Fiends can't make pacts with devils. It wouldn't be obligated to let us leave, even if you killed him. Look, we're not killing Denji. We're Devil Hunters. We only kill devils.
573;1;6;Kill Denji;Power;Fiend;Female;Shall we wrestle to pass the time, then?
574;1;6;Kill Denji;Denji;Hybrid;Male;You're just gonna try and kill me! Hell no! So hungry...
575;1;6;Kill Denji;Himeno;Human;Female;Aki, have you got any kind of plan for actually getting us out of here?
576;1;6;Kill Denji;Aki;Human;Male;If what the devil says is true, we can't kill it. But we're not killing Denji, either.
577;1;6;Kill Denji;Himeno;Human;Female;So, is the plan to starve, then?
578;1;6;Kill Denji;Aki;Human;Male;If we really run out of options, I'll use the sword.
579;1;6;Kill Denji;Himeno;Human;Female;No, you won't.
580;1;6;Kill Denji;Denji;Hybrid;Male;If that thing can get us out of here, shouldn't he use it?
581;1;6;Kill Denji;Himeno;Human;Female;He shouldn't use it, even if we're out of options. If it comes to that... sorry, but you'll have to die, Denji!
582;1;6;Kill Denji;Hirokazu Arai;Human;Male;It's gone?! It's gone... all the food that was left on the bed... None of it's left. Why? You ate all of it, didn't you?
583;1;6;Kill Denji;Power;Fiend;Female;'Twas not me. This is Denji's doing.
584;1;6;Kill Denji;Hirokazu Arai;Human;Male;Of all the obvious lies...
585;1;6;Kill Denji;Kobeni;Human;Female;I get it now... I figured it out. We can't get out of here because of that Fiend's power! That has to be it!
586;1;6;Kill Denji;Power;Fiend;Female;No, it doesn't.
587;1;6;Kill Denji;Hirokazu Arai;Human;Male;Calm down, Kobeni! This is the Blood Fiend—
588;1;6;Kill Denji;Kobeni;Human;Female;So you're taking her side? Even though we're Devil Hunters?! You're on the devil's side, Arai! You're a spy!
589;1;6;Kill Denji;Power;Fiend;Female;He's spycy.
590;1;6;Kill Denji;Hirokazu Arai;Human;Male;I... I'm not on the devil's side...
591;1;6;Kill Denji;Kobeni;Human;Female;I know you're a spy!
592;1;6;Kill Denji;Himeno;Human;Female;Was that a scream?
593;1;6;Kill Denji;Aki;Human;Male;We need to move!
594;1;6;Kill Denji;Eternity Devil;Devil;Devil;Kill Denji... Give me his heart... Give it! I will grow as your fear grows... and with your terror, I will capture you! So, fear me more! Be overcome by your impending death! Dread everything. I will be the one to kill Chainsaw... It will be me! The Eternity Devil!
595;1;6;Kill Denji;Aki;Human;Male;The floor's tilting!
596;1;6;Kill Denji;Eternity Devil;Devil;Devil;Give me Denji's heart!
597;1;6;Kill Denji;Kobeni;Human;Female;Somebody, anybody, kill Denji! Please make him dead!
598;1;6;Kill Denji;Hirokazu Arai;Human;Male;We're running out of time! Let's just feed him to the devil!
599;1;6;Kill Denji;Aki;Human;Male;I'm using the sword. You okay with that, Himeno? Himeno?!
600;1;6;Kill Denji;Denji;Hybrid;Male;Whoa, lady! What the hell?!
601;1;6;Kill Denji;Himeno;Human;Female;We can probably get out of here if he uses that sword, but the pact is one that takes a lot of years off Aki's life in exchange. He's got too much to live for. I'm sorry, Denji.
602;1;6;Kill Denji;Hirokazu Arai;Human;Male;Damn it!
603;1;6;Kill Denji;Denji;Hybrid;Male;Hey, get off! Let me go!
604;1;6;Kill Denji;Kobeni;Human;Female;Die!
605;1;6;Kill Denji;Aki;Human;Male;He might be a piece of shit that deserves being stabbed a time or two... But he wants the Gun Devil dead. And I... can't kill it by myself. To do that, I need Devil Hunters with the guts to fight it. The more, the better... Even if it costs some of my own life... I'm not letting Denji die.
606;1;6;Kill Denji;Denji;Hybrid;Male;Power! You're the Blood Fiend, right? Can you keep him from bleeding out?
607;1;6;Kill Denji;Power;Fiend;Female;I only have total control over my own blood. The blood of others is a challenge. But I suppose I'd need a new cook if topknot died. Given that, I have little choice.
608;1;6;Kill Denji;Himeno;Human;Female;What do we do? What do we do?! Aki... Aki! Aki, what do we do?!
609;1;6;Kill Denji;Kobeni;Human;Female;I-It's not my fault! You! This is because of you! If you just let it eat you, this would all be over!
610;1;6;Kill Denji;Denji;Hybrid;Male;Yeah, yeah, I get it. Guess it's snack time, then.
611;1;6;Kill Denji;Kobeni;Human;Female;Oh, thank goodness.
612;1;6;Kill Denji;Denji;Hybrid;Male;I'm not gonna go down smooth, though. So if I manage to kill this fucking devil... I still expect to get that kiss!
613;1;6;Kill Denji;Power;Fiend;Female;Have you any plan to win?
614;1;6;Kill Denji;Denji;Hybrid;Male;It's gonna hurt real bad, but I'll get my chainsaws out.
615;1;6;Kill Denji;Kobeni;Human;Female;Ch-Chainsaws?
616;1;6;Kill Denji;Denji;Hybrid;Male;I dunno what this devil's deal is, but it's scared of my chainsaws. That's why it didn't try to kill me, and wanted you guys to do it instead. And I remember it was crying about pain when it got attacked... So I figure, if I tear it up until it can't take the pain no more, it'll wanna kill itself!
617;1;6;Kill Denji;Power;Fiend;Female;A very devilish idea indeed.
618;1;7;The Taste of a Kiss;Denji;Hybrid;Male;I can't believe you did that for me. Nobody asked you. Asshole. I'm through with owing anybody anything, got it? So once you're out of here, we're even!
619;1;7;The Taste of a Kiss;Kobeni;Human;Female;It's over...
620;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;I knew you were alive, Chainsaw!
621;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Yeow! All better!
622;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;This is pointless, Chainsaw! The pain! It hurts! You won't find my heart in here! You can't kill me!
623;1;7;The Taste of a Kiss;Himeno;Human;Female;A devil?!
624;1;7;The Taste of a Kiss;Power;Fiend;Female;This bodes ill. Denji's losing blood ceaselessly. When he's lost too much, his chainsaws will retract.
625;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;You are so much weaker now. How far you have fallen, Chainsaw?!
626;1;7;The Taste of a Kiss;Denji;Hybrid;Male;My chainsaws are in? Need more blood!
627;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;You've failed! Die! Chainsaw!
628;1;7;The Taste of a Kiss;Denji;Hybrid;Male;This blood might seriously taste like shit... But watching you shriek in pain... Makes it sweet like strawberry jam!
629;1;7;The Taste of a Kiss;Kishibe;Human;Male;The hunters that devils fear... are the ones with a couple of screws loose. Sahara had his head on straight... So he died. Same goes for Kinouchi, and Subaru, and Sasaki. All sane. They were reasonable enough to fear attacks from a devil, and that fear made the devils stronger. You been working with Aki for a while now. What do you think about him? Is his head on straight?
630;1;7;The Taste of a Kiss;Himeno;Human;Female;I wouldn't say that about anyone who's trying to kill the Gun Devil.
631;1;7;The Taste of a Kiss;Kishibe;Human;Male;Didn't you join Public Safety because you were after the Gun Devil, too? You got any screws loose?
632;1;7;The Taste of a Kiss;Himeno;Human;Female;No, sir.
633;1;7;The Taste of a Kiss;Kishibe;Human;Male;Exactly. Most hunters, including you, are out to put the Gun Devil down. They're earnest. Honest. Straightforward. And that means the devils know exactly how to fuck with them. But there's no telling what a crazy person's thinking. And even devils are afraid of what they don't understand.
634;1;7;The Taste of a Kiss;Himeno;Human;Female;You're drinking too much again, master.
635;1;7;The Taste of a Kiss;Kishibe;Human;Male;See, that's being sensible again. Can't be unhinged without loosening the screws a bit every day. And if you're still visiting your partners' graves every month, then yours are still pretty tight. I'm heading home. Aki's still a punk, so make sure to work him over.
636;1;7;The Taste of a Kiss;Himeno;Human;Female;I'll take it one step at a time.
637;1;7;The Taste of a Kiss;Kishibe;Human;Male;Not good enough. The kid's serious about collecting the meat chunks, right? He's gonna actually find the Gun Devil if he does.
638;1;7;The Taste of a Kiss;Himeno;Human;Female;No... No, no, no, no, no, no— No. Aki, you wanna join the private sector with me? I received a pretty generous offer! Instead of chasing the Gun, we could go out for lunch, see a movie on the way home, and really enjoy ourselves.
639;1;7;The Taste of a Kiss;Aki;Human;Male;If you wanna go out for drinks, I'll join you. But I have no intention of ever going private. And I'll take your almond tofu.
640;1;7;The Taste of a Kiss;Himeno;Human;Female;Then hand me a cigarette in exchange. If Aki fights the Gun Devil, he's gonna die. Not because we're too weak, or because it's the kind of devil that can kill hundreds of people in seconds. It's because Aki's cool, and serious, and kind... and normal, like most people. But...
641;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Take that!
642;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;Ow, ow! It... It's over.
643;1;7;The Taste of a Kiss;Himeno;Human;Female;But him?
644;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Eureka, dude. I cut you up, and you bleed. I drink that blood and heal! I'm a fucking perpetual motion machine! That Nobel Prize is mine!
645;1;7;The Taste of a Kiss;Himeno;Human;Female;I've never seen anyone crazier than him, so maybe he can kill the Gun Devil!
646;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;Pain... Ow, ow... It hurts...
647;1;7;The Taste of a Kiss;Himeno;Human;Female;You still alive, Aki?
648;1;7;The Taste of a Kiss;Aki;Human;Male;How long... How long has it been?
649;1;7;The Taste of a Kiss;Himeno;Human;Female;About three days since you got stabbed, I think?
650;1;7;The Taste of a Kiss;Power;Fiend;Female;Meowy...
651;1;7;The Taste of a Kiss;Himeno;Human;Female;Let's all go out for drinks. Since it's over... I'm gonna sleep a bit.
652;1;7;The Taste of a Kiss;Aki;Human;Male;It's over?
653;1;7;The Taste of a Kiss;Eternity Devil;Devil;Devil;This is my weakness... It's my heart. Please kill me. I'm sorry. I apologize. It hurts...
654;1;7;The Taste of a Kiss;Denji;Hybrid;Male;What, already?! I was still having fun! It was like being in a pool!
655;1;7;The Taste of a Kiss;Denji;Hybrid;Male;We're out. Got a piece of the Gun Devil's flesh, the sky is clear... And I'm feeling good, like I just took a huge shit. It's like I'm floating...
656;1;7;The Taste of a Kiss;Himeno;Human;Female;Whoa there. He's out... Makes sense, considering he was fighting the devil the whole time without sleeping. We'll get Aki and Denji to a hospital. You two head back to the office and check in.
657;1;7;The Taste of a Kiss;Aki;Human;Male;A welcoming party?
658;1;7;The Taste of a Kiss;Himeno;Human;Female;Yep. Since the full Division 4 is finally assembled, we ought to get to know each other better, and deal with some of our outstanding issues.
659;1;7;The Taste of a Kiss;Aki;Human;Male;What issues?
660;1;7;The Taste of a Kiss;Himeno;Human;Female;Well, the thing is, Kobeni and Arai are talking about quitting Public Safety. Not only are they afraid of the devils, they feel pretty guilty about trying to kill Denji, too.
661;1;7;The Taste of a Kiss;Aki;Human;Male;You tried to kill him, too.
662;1;7;The Taste of a Kiss;Himeno;Human;Female;I know, right?! Kids these days! They're so sensitive. Would it kill them to be a little bolder? Over drinks, they'll be able to apologize to Denji easily, and we'll be able to convince them to not quit.
663;1;7;The Taste of a Kiss;Aki;Human;Male;You're just in this for drinks. It wasn't much, but I found a chunk of its flesh. If we're doing this, it needs to be this week.
664;1;7;The Taste of a Kiss;Himeno;Human;Female;Why's that?
665;1;7;The Taste of a Kiss;Aki;Human;Male;If we're having a drinking party, I want to invite Ms. Makima. She's going on a business trip to Kyoto next week. With so many devils targeting Denji, she's looking into getting reinforcements. So the party needs to be this week.
666;1;7;The Taste of a Kiss;Himeno;Human;Female;Be honest with me. What do you think Denji is? That devil seemed to know about him, and I've never seen anything like what he turned into. But the biggest mystery is how much Ms. Makima seems to be interested in him. She used to travel all the time, but she's stuck to Tokyo lately, and that's probably because of Denji. Does she know his secret? Wanna get her hammered and ask about it?
667;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Man, all this stuff smells awesome! This is enough food for a lifetime!
668;1;7;The Taste of a Kiss;Himeno;Human;Female;That's the stuff!
669;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Oh, here we go. This is nuts!
670;1;7;The Taste of a Kiss;Waiter 1;Human;Female;Here's your plate.
671;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Where do I even start? It all smells great.
672;1;7;The Taste of a Kiss;Aki;Human;Male;This is good. It's been six months since I last had anything to drink.
673;1;7;The Taste of a Kiss;Fushi;Human;Male;I only drink a bit at home, too.
674;1;7;The Taste of a Kiss;Power;Fiend;Female;Away with you! The sashimi shall all be mine!
675;1;7;The Taste of a Kiss;Denji;Hybrid;Male;What even is this? Looks tasty!
676;1;7;The Taste of a Kiss;Kobeni;Human;Female;Sorry... I got a little lost.
677;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;Kobe, Kobe! Right over here!
678;1;7;The Taste of a Kiss;Himeno;Human;Female;Ms. Makima says she'll be late.
679;1;7;The Taste of a Kiss;Madoka;Human;Male;Three parfaits. And then... Three shiratama dumpling trays.
680;1;7;The Taste of a Kiss;Kobeni;Human;Female;I've never had anything this good before.
681;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;You send most of your pay home, right? Be sure to eat your fill.
682;1;7;The Taste of a Kiss;Power;Fiend;Female;Hands off, you scoundrel! The fried chicken is all mine!
683;1;7;The Taste of a Kiss;Aki;Human;Male;You didn't bring your Fiend, Fushi?
684;1;7;The Taste of a Kiss;Fushi;Human;Male;They're a little too scary for a place like this. I envy how reasonable yours is, Hayakawa.
685;1;7;The Taste of a Kiss;Division 4 Male Member;Human;Male;Hey! You're young, so order whatever you want! And eat up!
686;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Damn it! I can't read most of these kanji... Kisu Tempura So... about that kiss...
687;1;7;The Taste of a Kiss;Himeno;Human;Female;I'm too bashful to do it right now. Let me drink a bit more first. I'll make it a juicy one, too. So will you forgive us for trying to kill you?
688;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Dude, all is forgiven! Super forgiven!
689;1;7;The Taste of a Kiss;Division 4 Male Member;Human;Male;This is a welcoming party for the rookies, so stand up and introduce yourselves! Your name, age, and the devil you're contracted with!
690;1;7;The Taste of a Kiss;Aki;Human;Male;Don't reveal your devil contract in public. You shouldn't share that with anyone you don't trust.
691;1;7;The Taste of a Kiss;Division 4 Male Member;Human;Male;Man, you never loosen up, do you?
692;1;7;The Taste of a Kiss;Himeno;Human;Female;Aw, it's fine! It's probably fine.
693;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;I wanna know hobbies, too. They tell you a lot about a person.
694;1;7;The Taste of a Kiss;Denji;Hybrid;Male;I'm Denji. I'm 16, if I remember right. My hobbies are eating and sleeping!
695;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;Yikes, that is young.
696;1;7;The Taste of a Kiss;Himeno;Human;Female;You didn't drink, did you?!
697;1;7;The Taste of a Kiss;Denji;Hybrid;Male;Just tea.
698;1;7;The Taste of a Kiss;Hirokazu Arai;Human;Male;I'm Hirokazu Arai! I'm 22 years old! I've got a contract with the Fox Devil! My hobby is writing haiku!
699;1;7;The Taste of a Kiss;Denji;Hybrid;Male;That's the same devil as Hayakaptain.
700;1;7;The Taste of a Kiss;Aki;Human;Male;The Fox Devil is friendly toward humans. She's got contracts with a lot of hunters.
701;1;7;The Taste of a Kiss;Himeno;Human;Female;But she only lets hot ones call on her head! As devils go, she's down bad.
702;1;7;The Taste of a Kiss;Kobeni;Human;Female;I'm Kobeni Higashiyama. I'm 20... I've got a devil contract... but it's a secret. My hobby is eating tasty things.
703;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;Isn't her outfit cute?
704;1;7;The Taste of a Kiss;Madoka;Human;Male;Yeah.
705;1;7;The Taste of a Kiss;Kobeni;Human;Female;It's a hand-me-down from my sister.
706;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;Kobeni has eight sisters. Isn't that crazy?
707;1;7;The Taste of a Kiss;Himeno;Human;Female;Hey, where's your rookie, Fushi?
708;1;7;The Taste of a Kiss;Fushi;Human;Male;I'm sad to report that they were killed yesterday.
709;1;7;The Taste of a Kiss;Himeno;Human;Female;Rest in peace! They will be... mist... pissed... missed?
710;1;7;The Taste of a Kiss;Aki;Human;Male;Already wasted, huh?
711;1;7;The Taste of a Kiss;Hirokazu Arai;Human;Male;Do people really die that often?
712;1;7;The Taste of a Kiss;Division 4 Male Member;Human;Male;Public Safety handles the devils too tough for the private sector.
713;1;7;The Taste of a Kiss;Division 4 Female Member;Human;Female;Yeah, we're always dropping like flies. No one who joined up at the same time as me is still alive.
714;1;7;The Taste of a Kiss;Himeno;Human;Female;Denji's not gonna die, cuz he wants a smooch!
715;1;7;The Taste of a Kiss;Division 4 Male Member;Human;Male;Himeno gets really friendly when she's drunk. I'm pretty sure she's kissed everyone here, apart from the rookies. There's no escaping her.
716;1;7;The Taste of a Kiss;Denji;Hybrid;Male;That's a guaranteed kiss! Today's the day... of my first kiss.
